id	dialog	joy	sadness	trust	disgust	fear	anger	surprise	anticipation
4149	Oh, don't be so stupid.	1	0	1	0	0	0	0	0
4150	Really, Amanda	0	0	0	0	0	0	0	0
4151	What?	0	0	0	0	0	0	0	0
4152	Nothing.	0	0	0	1	0	0	0	0
4153	Going out somewhere, my dear?	1	0	1	0	0	0	0	1
4154	No, just making myself fascinating for you	1	0	0	0	0	0	1	0
4155	Oh.  That reply has broken my heart.	0	1	0	0	1	0	0	0
4156	The woman's job is to allure the man.  Watch me a minute, will you?	1	0	0	0	0	0	0	1
4157	Oh, no, it isn't.	0	0	0	0	0	0	0	0
4158	Yes, it is.	1	0	1	0	0	0	0	0
4159	Oh, be quiet.	1	0	1	0	0	0	0	0
4160	It's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.	0	1	0	0	1	0	0	1
4161	It doesn't seem to have worked such wonders with you.	1	0	0	0	0	0	1	0
4162	Line?	0	0	0	0	0	0	0	0
4163	Snap.  Oh, snap, snap, snap, like a little adder.	0	1	0	0	1	1	0	0
4164	They -- nonsense, they have a little bag of venom behind their fangs and they snap.	0	0	0	1	1	1	1	0
4165	They snap.	0	0	0	0	0	1	0	0
4166	I don't care.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.	0	0	0	0	0	1	0	0
4167	Yes, I did, quite a lot.	1	0	1	0	0	0	0	0
4168	Mind your own business.	0	0	0	0	0	1	0	0
4169	No restraint at all, very enjoyable.  You never had much anyhow.	1	0	0	0	0	0	0	0
4170	You're quite insufferable.  I expected it's because you're drunk.	0	1	0	0	1	0	0	0
4171	You always had a weak head.	0	0	0	0	1	0	0	1
4172	I think I mentioned once before that I've only had three minute liquor glasses of brandy this whole evening.  That's hardly enough to get a child of two drunk.	0	1	0	0	1	0	0	0
4173	Very interesting.  And how about a child of four and a child of six and a child of nine?	1	0	0	0	0	0	1	0
4174	We might get up a splendid little- a splendid little debate about this, you know, intemperate tots.	1	0	0	0	0	0	0	1
4175	Not very funny, dear.  You'd better have some more brandy.	1	0	1	0	0	0	1	0
4176	Very good idea.  I will	1	0	0	0	0	0	1	0
4177	You better turn that off I think.	1	0	0	0	0	0	1	0
4178	It's late and the people upstairs will get annoyed.	0	0	0	0	0	1	0	0
4179	There aren't any people upstairs.  It's a photographer's studio.	1	0	1	0	0	0	0	0
4180	There are people downstairs, I suppose	0	0	0	0	0	0	0	0
4181	They're away in Tunis.	0	0	0	0	0	0	0	0
4182	This is no time of year for Tunis.	0	0	0	1	1	1	1	0
4183	Turn it off.  It's driving me mad.	1	0	1	0	0	0	0	0
4184	Go away.  Go away.  I hate you.	0	1	0	1	1	1	0	0
4185	Turn it off.	0	1	0	1	1	1	0	0
4186	We swapped. Listen.	0	0	0	0	0	0	0	0
4187	Listen--	0	0	0	0	0	0	0	0
4188	Listen, indeed.  I am sick and tired of listening to you, you damn sadistic bully.	0	1	0	1	1	1	0	0
4189	Stop.  I hate you.  Do you hear me? You're conceited and overbearing and utterly impossible.	1	0	0	0	0	0	0	0
4190	You're not going like this.	0	0	0	0	0	0	0	0
4191	Oh, yes, I am.	1	0	1	0	0	0	0	0
4192	No, you're not.	0	0	0	0	0	0	0	0
4193	Let go of me.  You're a cruel fiend and I hate and loath you.  Thank God, I discovered in time what you're really like.	1	0	0	0	0	0	0	0
4194	Shut up. Shut up.	0	0	0	0	0	1	0	0
4195	You're a mean, evil minded	0	0	0	1	0	1	0	0
4196	Marry you again? Huh.	0	0	0	0	0	1	0	0
4197	little vampire And I hope to God I never set eyes on you as long as I live.	1	0	0	0	0	0	0	1
4198	Whore.	0	0	0	1	0	1	0	0
4199	Swine.	0	0	0	1	0	1	0	0
4200	What's he going to say?  Maybe we ought to tell him before he sees it.	0	1	0	1	1	1	0	0
4201	How could he see it?  I was the first one up.  He was still in bed.	1	0	0	0	0	0	1	0
4202	He was out here when it broke.	0	0	0	0	1	1	0	0
4203	When?	0	0	0	0	0	0	0	0
4204	About four this morning.  I heard it cracking and I woke up and looked out.  He was standing right there when it cracked.	0	1	0	1	1	0	0	0
4205	What was he doing out here at four in the morning?	0	0	0	0	0	0	0	0
4206	I don't know.  After it cracked, he ran back in the house and cried in the kitchen.	1	0	0	0	0	0	0	0
4207	Did you talk to him?	0	0	0	0	0	0	0	0
4208	No.  I - I figured the best thing was to leave him alone.	1	0	0	0	0	0	1	0
4209	He cried hard?	0	1	0	0	1	0	0	0
4210	I heard him right through the floor of my room.	0	0	0	0	0	0	0	0
4211	What was he doing out here at that hour?  He's dreaming about him again.  He's walking around at night.	1	0	0	0	0	0	1	0
4212	I guess he is.	0	0	0	0	0	0	0	0
4213	He's getting just like after he died.  What's the meaning in that?	1	0	0	0	0	0	1	0
4214	I don't know the meaning of it, mom.  But I know one thing; we made a terrible mistake with dad.	0	0	0	1	0	1	0	0
4215	What?	0	0	0	0	0	0	0	0
4216	Being dishonest with him.  That kind of thing always pays off and now it's paying off.	0	0	0	1	0	1	0	0
4217	What do you mean, dishonest?	0	0	0	1	0	1	0	0
4218	You know that Larry's not coming back.  And I know it.  Why do we allow him to go on thinking that we believe with him?	1	0	1	0	0	0	0	0
4219	What do you want to do?  Argue with him?	0	0	0	0	0	1	0	0
4220	I don't want to argue with him but it's time he realized that nobody believes Larry's alive anymore.	0	0	0	1	0	1	0	0
4221	Why shouldn't he dream of him?  Walk the nights waiting for him.	0	0	0	0	1	0	0	1
4222	Do we contradict him?  Do we say straight out that we have no hope anymore?  That we haven't had any hope for years, now.	0	1	0	0	1	0	0	0
4223	We've gotta say it to him.	0	0	0	0	0	0	0	0
4224	How are you going to prove it?  Can you prove it?	1	0	0	0	0	0	0	0
4225	To you it is and to me, but not to him.  You can talk yourself blue in the face, but there's no body and no grave, so where are you?	1	0	0	0	0	0	1	0
4226	Sit down, mom.  I want to talk to you.	0	0	0	0	0	0	0	0
4227	The trouble is the Goddamn newspapers.  Every month some boy turns up from nowhere, so the next boy is going to be Larry.  So we have to keep--	1	0	0	0	0	0	1	0
4228	You know why.	0	0	0	0	0	0	0	0
4229	Going to ask her to marry me.	1	0	0	0	0	0	1	0
4230	Well that's only your business, Chris.	1	0	0	0	0	0	0	1
4231	You know it's not only my business.	0	0	0	0	0	0	0	0
4232	What do you want me to do?  You're old enough to know your own mind.	0	0	0	1	0	0	0	0
4233	Then it's alright.  I'll go ahead with it?	1	0	1	0	0	0	0	0
4234	Well, then you know it's not only my business.	1	0	0	0	0	0	0	1
4235	I'm just saying.	0	0	0	0	0	0	0	0
4236	Sometimes you infuriate me, you know that?  Isn't it your business, too, if I tell this to father and he throws a fit about it?  You have such a talent for ignoring things.	1	0	1	0	0	0	0	1
4237	I ignore what I got to ignore.  The girl is Larry's girl.	1	0	1	0	0	0	0	0
4238	She's not Larry's girl.	0	0	0	0	0	0	0	0
4239	Now you can go on from there if you know where to go. But I'm telling you I don't know where to go.  See, I don't know.	1	0	0	0	0	0	1	0
4240	Now what can I do for you?	0	0	0	0	0	0	0	0
4241	I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time after time.	0	1	0	1	1	1	0	0
4242	Did you ask Annie yet?	0	1	0	1	1	1	0	0
4243	I wanted to get this settled first.	1	0	1	0	0	0	0	0
4244	How do you know she'll marry you?  Maybe she feels the same way father does.	1	0	0	0	0	0	1	0
4245	I don't see why it has to be Annie.	0	1	0	1	1	1	0	0
4246	Because it is.	0	0	0	0	0	0	0	0
4247	Well that's a good answer, but it don't answer anything.  He thinks he's coming back, Chris.  You marry that girl, you're pronouncing him dead.  Now what happens to your father?  Do you know?  Because I don't.	0	1	0	1	0	1	0	0
4248	Line?	0	0	0	0	0	0	0	0
4249	Alright, then, mom.	1	0	1	0	0	0	0	0
4250	Alright, then, mom.  Did we skip something?  No.  Alright, then, mom.	1	0	1	0	0	0	0	0
4251	Yes we did. Do you want to keep going?	1	0	0	0	0	0	0	1
4252	I'll get out.  I'll get married and live someplace else.  Maybe New York.	1	0	0	0	0	0	1	0
4253	Are you crazy?	0	0	0	1	0	0	0	0
4254	I've been a good son too long; a good sucker.  I'm through with it.	1	0	0	0	0	0	1	0
4255	You've got a business here.  What the hell is this?	0	0	0	0	0	1	0	0
4256	The business?  The business doesn't inspire me.	0	0	0	0	1	0	0	0
4257	You don't want to think like that.	0	0	0	0	0	0	0	0
4258	But don't think that way, you hear me?	0	0	0	0	0	0	0	0
4259	I am thinking that way.	0	0	0	0	0	0	0	0
4260	No, you don't.  I'm a pretty tough guy.	0	1	0	1	1	1	0	0
4261	Yeah, I can see that.	1	0	1	0	0	0	0	0
4262	Well, so what do you think?	1	0	0	0	0	0	0	1
4263	About what?	0	0	0	0	0	0	0	0
4264	What I said.	0	0	0	0	0	0	0	0
4265	I'm not the only one.  Look at these people.	0	0	0	0	0	0	0	0
4266	Well sure everybody's told the same story.  It keeps us all coming back for more.  It keeps us all excited, keeps us thinking that life is going to start any minute now if we can just find the right spot and get in on the action.	1	0	0	0	0	0	0	0
4267	Are we talking about the same thing?	0	1	0	1	1	1	0	0
4268	Well I'm sorry but it's still just fish to me.	0	1	0	0	1	0	0	0
4269	Carla, can I ask you something?  Don't take this the wrong way but are you having your period?	1	0	0	0	0	0	1	0
4270	We just have different ideas about what this evening is supposed to look like.	1	0	0	0	0	0	0	0
4271	There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go oh, ah look at the fish.  They go home.  We go home.	1	0	0	0	0	0	1	0
4272	For heaven's sake, this is not about fish.	1	0	1	0	0	0	0	0
4273	Why not?	0	0	0	0	0	0	0	0
4274	We totally skipped. Right.	0	1	0	1	1	1	0	0
4275	There's nothing to it.  We come down here.  The grunions arrive.  They do the little fish business.  We go oh, ah look at the fish.  They go home.  We go home.	1	0	0	0	0	0	1	0
4276	For heaven's sake, grow up we are not going to see the Grunions.	1	0	0	0	0	0	0	0
4277	Why not?	0	0	0	0	0	0	0	0
4278	We've missed them twice that's not ever.	0	1	0	1	1	1	0	0
4279	Twice is every time we've tried that's ever.	0	0	0	0	0	0	0	0
4280	We'll see them this year.	0	0	0	0	0	0	0	0
4281	No, we won't.  It's pointless.  It's like waiting up to see Santa Clause.	0	0	0	1	1	1	0	1
4282	God I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up,	0	1	0	0	1	0	0	0
4283	You don't understand anything I'm saying.	0	1	0	0	1	1	0	0
4284	No, of course not.	1	0	1	0	0	0	0	0
4285	I did want to see it.  I always do.  I keep thinking that this time will be the time but it never is.	1	0	0	0	0	0	1	0
4286	It's just a fish.  Nothing to get traumatized over.	0	1	0	0	1	0	1	0
4287	For heaven's sake, this is not about fish.	1	0	1	0	0	0	0	0
4288	Let's see I took a shower.  You watched the news.  You said the Grunions are running tonight. I said great let's go.  I feel lucky tonight.	1	0	0	0	0	0	1	0
4289	Okay.  Uh, so I'm putting on my jacket, putting out the animals.  We're getting the car out of the garage.	1	0	1	0	0	0	0	0
4290	Do you remember the first time we came to see it?  It was about four years ago right after we got married.	1	0	0	0	0	0	1	0
4291	We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes	1	0	0	0	0	0	0	1
4292	right into my ear so that I could hear them as much as- so that I could feel them as much as hear them.	1	0	0	0	0	0	1	0
4293	And I remember thinking this is it.  At last, at last I'm as happy as I'm supposed to be.	0	1	0	1	1	0	0	0
4294	Wait a minute.  I've got it.	1	0	1	0	0	0	0	0
4295	It was in the car right.  Driving past the Knickerbocker Liquor Locker, you said let's get some champagne and I said times a wasting or something like that.  Right?	0	1	0	0	1	0	0	0
4296	That's it, right?  You want this to be like the other time, right.  That's it.	1	0	0	0	0	0	0	0
4297	I would rather not remember some things.  I would rather not hope for some things.	0	1	0	0	1	0	1	1
4298	Okay.  Right.  I got it.  Sure.  Of course.  Listen you want to dance?	1	0	0	0	0	0	0	0
4299	You want me to get some champagne?	0	0	0	0	0	0	0	0
4300	No.	0	0	0	0	0	0	0	0
4301	Take off our shoes?	1	0	0	0	0	0	0	1
4302	No.  No.	0	0	0	0	0	0	0	0
4303	Well what?  Want me to breath in your ear?	1	0	0	0	0	0	0	0
4304	Want to get married again?	1	0	0	0	0	0	1	0
4305	No.	0	0	0	0	0	0	0	0
4306	What?  What do you want a divorce?	0	1	0	0	1	0	0	0
4307	A vacation?	1	0	0	0	0	0	0	0
4308	No.	0	0	0	0	0	0	0	0
4309	A new carpet, a poodle, a backrub, ice cream, a suicide pact.  What?  What?  Carla what the hell do you want?	0	1	0	0	1	1	0	0
4310	I want something to turn out the way it's supposed to.	0	1	0	1	1	0	0	0
4311	Do you think that when I proposed, I had this great fantasy going that four years down the line we'd come to the beach and yell at each other over fish.	1	0	0	0	0	0	0	1
4312	Do you think that I knew that there'd be times when you'd look at me like I'm a used Kleenex and times I would look at you and think holy hell when's the next flight to Alaska.	0	1	0	0	0	1	0	0
4313	No, no I'm just like you.  I thought it was going to be all peaches and roses and sand in our hair and wind in our	1	0	0	0	0	0	0	1
4314	Sand in our toes and wind in our hair and the fish will always come and the bills will always pay themselves and ha, ha baby the jokes on us.  Because you know what you get,	0	1	0	0	1	0	1	0
4315	you know what you get Carla, this.	0	0	0	1	1	1	1	0
4316	This what, what is this?  This isn't even anything.	0	0	0	0	0	0	0	0
4317	Yes it is.	1	0	1	0	0	0	0	0
4318	But this isn't anything like I thought anything would be like.	1	0	0	0	0	0	0	0
4319	I'm doing the best I can.	1	0	0	0	0	0	1	0
4320	I know you are, Augie.  Really I do.  I know you wanted this to be special and nice and it's the full moon and the sand and all but I just couldn't help thinking about being somewhere else.	1	0	0	0	0	0	0	1
4321	Maybe if you were with somebody else too.	0	0	0	0	0	0	0	0
4322	I didn't say that.	0	0	0	0	0	0	0	0
4323	No, I know but still.  I know I don't make you happy.	1	0	0	0	0	0	0	0
4324	For heaven's sake, whatever I'm doing I'd rather be doing it with you.	1	0	1	0	0	0	0	0
4325	Well don't be ridiculous.  Don't you know that?  You're the one who probably wishes you were with somebody else	1	0	0	0	0	0	0	0
4326	Actually now that you mention it, no I don't.	0	0	0	0	0	0	0	0
4327	Okay.  Fine.  So we're in the wrong spot but we're with the right person.	1	0	0	0	0	0	0	1
4328	I mean look at the view you've got of the moon from here.	1	0	0	0	0	0	1	1
4329	Yeah, I noticed that.  Looks pretty on the water doesn't it, big old white moon.	1	0	0	0	0	0	0	1
4330	Well look at what we got here.	1	0	0	0	0	0	0	1
4331	Oh, Augie you brought refreshments.	1	0	0	0	0	0	1	0
4332	It's not champagne.	0	0	0	0	0	0	0	0
4333	Well then I guess we don't need glasses.	1	0	0	0	0	0	0	1
4334	You still cold?  Do you want to go home?	1	0	1	0	0	0	0	0
4335	I'm beginning to think you might be right.  I think this may be the spot after all.  Augie I'm sorry.	0	1	0	0	1	0	0	0
4336	Shh.  If we're very quiet, the fish might come.	1	0	1	0	0	0	0	0
4337	Or not.	0	0	0	0	0	0	0	0
4338	Or not.	0	0	0	0	0	0	0	0
4339	You're the only one I know who loves his parents.	1	0	0	0	0	0	0	0
4340	I know.  It went out of style, didn't it?	0	0	0	1	1	1	1	0
4341	So you're not sorry you came?	1	0	0	0	0	0	0	1
4342	No, not sorry, but I'm not going to stay.	0	1	0	0	1	0	0	0
4343	Why?	0	0	0	0	0	1	0	0
4344	You saw that and then you've been kind of--	0	1	0	0	1	0	0	0
4345	What?	0	0	0	0	0	0	0	0
4346	Well, kind of embarrassed ever since I got here.	1	0	0	0	0	0	0	1
4347	The trouble is I planned on sneaking up on you over a period of a week or so.  But they take it for granted that we're all set.	1	0	1	0	0	0	0	0
4348	I knew they would, your mother, anyway.	0	0	0	0	0	0	0	0
4349	How did you know?	0	0	0	0	0	0	0	0
4350	From her point of view, why else would I come?	0	0	0	0	0	0	0	0
4351	Well wouldn't you want to?	1	0	0	0	0	0	0	1
4352	I guess you know this is why I asked you to come.	0	0	0	0	0	0	0	0
4353	Ann, I love you.  I love you a great deal.  I love you.	1	0	0	0	0	0	1	0
4354	Then he's gone forever?  You're sure?	1	0	1	0	0	0	0	0
4355	I almost got married two years ago.	1	0	0	0	0	0	1	0
4356	Why didn't you?	0	0	0	0	0	0	0	0
4357	You started to write me.	1	0	1	0	0	0	0	0
4358	You felt something that far back?	0	0	0	0	0	0	0	0
4359	Every day since.	0	0	0	0	0	0	0	0
4360	Anne, why didn't you let me know?	0	0	0	0	0	0	0	0
4361	Anne, give me a kiss.  Give me a -	1	0	0	0	0	0	1	0
4362	I kissed you.  I kissed Annie.  How long, how long I've waited to kiss you.	1	0	0	0	0	0	1	0
4363	I'll never forgive you.  Why did you wait all these years?  All I've done is sit around and wonder if I was crazy for thinking of you.	1	0	0	0	0	0	1	0
4364	Anne, we're going to live now.  I'm going to make you so happy.	1	0	0	0	0	0	0	0
4365	I kissed you.	1	0	0	0	0	0	1	0
4366	Like Larry's brother.  Do it like you, Chris.  What is it, Chris?	1	0	1	0	0	0	0	0
4367	Let's drive somewhere.  I want to be alone with you.	0	1	0	0	0	0	0	1
4368	No, what is it, Chris?  Your mother?	0	0	0	0	0	0	0	0
4369	No, no, nothing like that.	0	0	0	0	0	0	0	0
4370	Yes, I suppose there has been.  But it's going from me.	1	0	1	0	0	0	0	0
4371	You've got to tell me.	0	0	0	0	0	0	0	0
4372	I don't know where to start.	0	0	0	0	0	0	0	0
4373	It wouldn't work this way.	0	1	0	0	1	1	0	0
4374	Well I lost them.	1	0	0	0	0	0	0	1
4375	How many?	0	0	0	0	0	0	0	0
4376	Just about all.	0	0	0	0	0	0	0	0
4377	Oh, gees.	0	1	0	1	1	1	0	0
4378	It takes a little time to toss that off because they weren't just men.	0	0	0	1	0	1	0	0
4379	They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.	0	0	0	0	1	1	0	0
4380	And I got this idea watching them go down, everything was being destroyed, see?  But, to me, it seemed there was one new thing that was made,	1	0	1	0	0	0	0	0
4381	because nobody was changed.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive;	0	0	0	1	0	1	0	0
4382	to open that bank book; to drive the new car; to see the new refrigerator.  I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man.	1	0	1	0	0	0	0	0
4383	You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.	1	0	1	0	0	0	0	0
4384	I want you now, Annie.	0	1	0	1	1	1	0	0
4385	Because you mustn't feel that way anymore, Chris.  Because you have a right to everything you have, everything, Chris; to me, too.	0	0	0	0	0	0	0	0
4386	And your money, there's nothing wrong in your money.  Your father put hundreds of planes in the air.  You should be proud.  A man should be paid for that.	1	0	0	0	0	0	0	0
4387	Annie, Annie, I'm going to make you a fortune.	0	1	0	1	1	1	0	0
4388	What'll I do with a fortune?	1	0	1	0	0	0	0	0
4389	Do you think it's them?	0	0	0	0	0	0	0	0
4390	I wonder.	1	0	0	0	0	0	1	0
4391	It must be them, then.	0	0	0	0	0	0	0	0
4392	What are we to do?	0	0	0	0	0	0	0	0
4393	We'll be alright, darling.  Whatever happens, aren't we?	0	1	0	1	1	1	0	0
4394	Now and always sweet.	1	0	0	0	0	0	0	0
4395	I don't care, then.	0	0	0	1	0	0	0	0
4396	It was bound to come sooner or later.	1	0	0	0	0	0	1	0
4397	Hello, hello.  What?  Wrong number.	0	0	0	1	1	1	0	0
4398	Oh, it sent shivers up my spine.	0	0	0	0	1	0	0	1
4399	What shall we do if they suddenly walk in on us?	1	0	0	0	0	0	0	0
4400	With the mo- with the most perfect poise?	1	0	1	0	0	0	0	1
4401	Ah.  Things that ought to matter dreadfully don't matter when one's happy, do they?	0	1	0	1	1	1	0	0
4402	But what's so horrible is that one can't stay happy.	0	0	0	1	1	1	1	0
4403	Don't say that, darling.	1	0	1	0	0	0	0	0
4404	It's true.  The whole business is a very poor joke.	1	0	1	0	0	0	0	0
4405	Meaning that sacred and beautiful thing, love?	1	0	1	0	0	0	0	0
4406	Yes, meaning just that.	1	0	0	0	0	0	1	0
4407	What does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?	1	0	1	0	0	0	0	0
4408	Don't laugh at me.  I'm serious.	1	0	1	0	0	0	0	0
4409	You mustn't be serious, my dear.  That's just what they want.	0	0	0	1	0	0	0	0
4410	Who's they?	0	0	0	0	0	0	0	0
4411	All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.  Flippancy brings out the acid- acid in their damn sweetness and light.	1	0	1	0	0	0	0	0
4412	If I laugh at everything, I must laugh at us, too.	0	0	0	1	0	1	0	0
4413	Certainly you must.  We're figures of fun alright.	1	0	0	0	0	0	1	0
4414	How long will it last, this ludicrous and overbearing love of ours?	0	0	0	1	0	1	0	0
4415	Who knows.	0	0	0	0	0	0	0	0
4416	Shall we always want to bicker and fight?	0	0	0	1	0	1	0	0
4417	No.  That fire will fade along with our passion.	0	0	0	1	0	0	0	0
4418	Oh, dear.  Should we like that.	1	0	1	0	0	0	0	0
4419	What happens if one of us dies?  Does the one that's left, still laugh?	1	0	0	0	0	0	0	0
4420	Well that's serious enough, isn't it?	1	0	0	0	0	0	0	1
4421	No, no, it isn't.  Death's very laughable; such a cunning little mystery, all done with mirrors.	0	1	0	0	1	0	1	0
4422	Darling, I believe you're talking nonsense.	1	0	1	0	0	0	0	0
4423	So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and- and enjoy the party as much as we can, like very small, quite idiotic little school children.	0	1	0	0	0	1	0	0
4424	Let's savor the delight of the moment.  Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.	1	0	1	0	0	0	0	0
4425	I don't mind what you do, see?  You can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.	1	0	0	0	0	0	1	0
4426	Thank you, dear.  The same applies to you, except that if I catch you so much as looking at another woman, I will kill you.	1	0	1	0	0	0	0	0
4427	Do you remember that awful scene we had in Venice?	1	0	0	0	0	0	0	0
4428	Which particular one?	0	0	0	0	0	0	0	0
4429	Oh, Charles; that was his name, Charles.  Oh, he did wriggle so beautifully.	0	0	0	1	1	1	1	0
4430	Horrible thing.  I hated it.	0	0	0	1	1	1	1	0
4431	It went on intermittently for days.	1	0	0	0	0	0	1	0
4432	The worst one was in Cannes when your curling irons burnt holes in my dressing gown.	0	1	0	1	1	1	0	0
4433	Line?	0	0	0	0	0	0	0	0
4434	How -- that was a rouser wasn't it?	0	0	0	0	0	0	0	0
4435	That was the first time you ever hit me.	0	1	0	1	0	1	0	0
4436	Ah, I shall never forget his face.	1	0	0	0	0	0	0	0
4437	How ridiculous. How utterly, utterly ridiculous.	0	0	0	1	0	0	0	0
4438	Yes.  We were very much younger then.	1	0	0	0	0	0	0	1
4439	And very much sillier.	0	0	0	1	0	0	0	0
4440	Why did he invite her here?	1	0	1	0	0	0	0	0
4441	Oh, God, line.	1	0	0	0	0	0	1	0
4442	Why does- why, does that bother you?	0	0	0	0	0	1	0	0
4443	Well, maybe- maybe he just wanted to see her.	1	0	0	0	0	0	0	1
4444	What do you mean?  He grew up next door to the girl all his life.  Why shouldn't he want to -- why shouldn't he want to see her again?	1	0	0	0	0	0	1	0
4445	Don't look at me like that.  He didn't tell me anymore than he told you.	0	1	0	0	1	0	0	0
4446	He's not going to marry her.	0	1	0	1	1	1	0	0
4447	How do you know he's even thinking about it?	1	0	1	0	0	0	0	0
4448	It's got that about it.	0	0	0	0	0	0	0	0
4449	Well so what?	1	0	0	0	0	0	0	1
4450	What's going on here, Joe?	1	0	0	0	0	0	1	0
4451	Now listen, kid. Now, listen.	0	0	0	0	0	0	0	0
4452	Oh.  Now listen, kid.	0	0	0	0	0	0	0	0
4453	You can't read her mind.	0	1	0	0	1	0	0	0
4454	How do you know why she waited?	0	0	0	0	1	0	0	1
4455	Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments, I think of her waiting and I know, again, that I'm right.	0	1	0	1	1	1	0	0
4456	Look, it's a nice day.  What are we arguing for?	0	1	0	0	1	1	0	0
4457	What do you want me to do? What do you want?	0	0	0	0	0	0	0	0
4458	I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her here.  I won't stand for any nonsense.	0	1	0	1	0	1	0	0
4459	Because if he's not coming back, I'll kill myself.	0	1	0	0	1	0	1	0
4460	Only last week, a man turned up in Detroit missing longer than Larry.	1	0	0	0	0	0	1	0
4461	Why me above all?	0	0	0	0	0	0	0	0
4462	Just don't stop believing.	1	0	1	0	0	0	0	0
4463	I can't help it.	0	0	0	1	0	0	0	0
4464	What have I got to hide?  What the hell is the matter with you, Kate?	0	1	0	0	1	1	0	0
4465	Hey.  Get out of the way.  I'm watching TV.	1	0	0	0	0	0	0	1
4466	That's helpful.	1	0	0	0	0	0	0	0
4467	Well I guess you're not trying hard enough.	1	0	0	0	0	0	0	1
4468	I am try-  it's been three years	0	0	0	0	0	0	0	0
4469	Just, I don't know, maybe you're not smart enough.	0	1	0	1	1	1	0	0
4470	I don't know.	0	0	0	0	0	0	0	0
4471	I'm really good at what I do.  I just don't know how to make someone else see that.	0	0	0	1	1	1	1	0
4472	Look bananas don't grow overnight.  Okay.	1	0	1	0	0	0	0	0
4473	What?  Who says that?  Bananas don't grow overnight.	0	0	0	0	0	1	0	0
4474	You need that- Time-	0	0	0	0	1	0	0	1
4475	Okay.  I think three years is a little excessive.	0	1	0	1	1	1	0	0
4476	look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-	0	0	0	0	0	0	0	0
4477	Yeah but you weren't unemployed for three years trying to find any job.  I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something.  I don't even- I don't know what to do anymore.	1	0	0	0	0	0	1	0
4478	I don't know.  I mean whatever.	0	1	0	1	1	1	0	0
4479	Clearly.	1	0	1	0	0	0	0	0
4480	Okay that's helpful.  Thanks.	1	0	0	0	0	0	0	1
4481	Look I'm sorry okay. It's just-	0	1	0	0	1	0	0	0
4482	I mean, well I mean i don't know; it doesn't really affect my life, you know.	1	0	0	0	0	0	0	0
4483	Well don't you understand that this is-	1	0	0	0	0	0	0	1
4484	Yeah, I understand, but-	0	1	0	0	1	1	0	0
4485	I don't even- I mean you have to have some kind of an idea.  Something you could possibly throw out there that I could maybe use.	1	0	1	0	0	0	0	0
4486	I mean it's not like this is an	0	0	0	1	0	0	0	0
4487	extreme request.  I want to find a job.  Everybody wants to find a job. It's really not that.	1	0	0	0	0	0	0	0
4488	Okay. Okay, Fine.	1	0	1	0	0	0	0	0
4489	'Cause if you've been looking, you've been applying for jobs for three years. And-	0	0	0	0	0	0	0	0
4490	Okey So I'm doing something wrong.  What am I doing wrong?	0	0	0	1	0	1	0	0
4491	I'm really good at what I do.  I'm smart.  I'm trained.  I have the education.  I'm talented.  I cannot-	1	0	0	0	0	0	1	0
4492	and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,	0	0	0	0	0	0	0	0
4493	Yeah, I- I make my	1	0	1	0	0	0	0	0
4494	I make myself very presentable before I go to any kind of interview.	1	0	0	0	0	0	1	0
4495	Uhuh. Uhuh. Yeah, yeah. Good quote.	1	0	0	0	0	0	0	0
4496	Because I don't know I mean just, you know, just keep- keep- keep at it.  Keep trying.  Go-	0	0	0	0	0	0	0	0
4497	Look if I could give you a job,if I could give you a job I would but I mean I'm not in that position. I'm-	0	0	0	0	0	1	0	0
4498	Well maybe you could help.  I mean you've got a job.  I'm willing to look outside of my realm.  I could try something else.	1	0	0	0	0	0	1	1
4499	Hey, I'd love to help you but I- you don't have the kind of training that I-	0	1	0	0	1	0	0	0
4500	I'll get it.  I just need a job.  I don't care what it is.	0	0	0	1	0	0	0	0
